trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.3, 'e': 0.9900498337491681}",20,0,-82.7739684544404,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
2,False,"{'a': 0.3, 'e': 0.9801986733067553}",30,0,-218.58387816381284,"{0: 15, 1: 2, 2: 9, 3: 1, 4: 3}",0
3,False,"{'a': 0.3, 'e': 0.9704455335485082}",35,23,-25.694546442176183,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
4,False,"{'a': 0.3, 'e': 0.9607894391523232}",20,0,-186.63659179548122,"{0: 9, 1: 3, 2: 2, 3: 4, 4: 2}",0
5,False,"{'a': 0.3, 'e': 0.951229424500714}",25,0,-93.59778649489621,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 0}",1
6,False,"{'a': 0.3, 'e': 0.9417645335842487}",20,0,-80.11268510872988,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 1}",0
7,False,"{'a': 0.3, 'e': 0.9323938199059483}",20,0,-59.44671957656458,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
8,False,"{'a': 0.3, 'e': 0.9231163463866358}",25,6,-43.277078616776464,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 0}",1
9,False,"{'a': 0.3, 'e': 0.9139311852712282}",20,0,-104.77789079417502,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
10,False,"{'a': 0.3, 'e': 0.9048374180359595}",25,0,-67.35814174131539,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
11,False,"{'a': 0.3, 'e': 0.8958341352965282}",20,0,-34.5342618209848,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
12,False,"{'a': 0.3, 'e': 0.8869204367171575}",25,0,-75.2809769947402,"{0: 14, 1: 6, 2: 3, 3: 2, 4: 0}",0
13,False,"{'a': 0.3, 'e': 0.8780954309205613}",30,13,-72.43594851958248,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 0}",1
14,False,"{'a': 0.3, 'e': 0.8693582353988059}",20,0,-151.02437234676722,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
15,False,"{'a': 0.3, 'e': 0.8607079764250578}",25,0,-99.64189887942854,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
16,False,"{'a': 0.3, 'e': 0.8521437889662113}",30,11,-116.39152737140815,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 2}",1
17,False,"{'a': 0.3, 'e': 0.8436648165963837}",20,0,-111.72085033668057,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
18,False,"{'a': 0.3, 'e': 0.835270211411272}",30,0,-94.51696747560258,"{0: 20, 1: 0, 2: 8, 3: 2, 4: 0}",0
19,False,"{'a': 0.3, 'e': 0.8269591339433623}",30,0,-191.24657640479438,"{0: 14, 1: 5, 2: 8, 3: 1, 4: 2}",0
20,False,"{'a': 0.3, 'e': 0.8187307530779818}",25,0,-56.28944925580552,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
21,False,"{'a': 0.3, 'e': 0.8105842459701871}",25,0,-188.341594287449,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
22,False,"{'a': 0.3, 'e': 0.8025187979624785}",20,0,-118.52393515727549,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
23,False,"{'a': 0.3, 'e': 0.794533602503334}",20,0,-42.090713902182344,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
24,False,"{'a': 0.3, 'e': 0.7866278610665535}",20,0,-112.86736923472806,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
25,False,"{'a': 0.3, 'e': 0.7788007830714049}",25,0,-61.83444075342293,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
26,False,"{'a': 0.3, 'e': 0.7710515858035663}",20,0,-61.387359468936225,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
27,False,"{'a': 0.3, 'e': 0.7633794943368531}",30,0,-119.5465112139598,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
28,False,"{'a': 0.3, 'e': 0.7557837414557255}",20,0,-45.123080782411506,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
29,False,"{'a': 0.3, 'e': 0.7482635675785653}",30,19,-44.37909903784725,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
30,False,"{'a': 0.3, 'e': 0.7408182206817179}",30,0,-126.54318033023966,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
31,False,"{'a': 0.3, 'e': 0.7334469562242892}",30,9,-115.33785213334625,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 1}",1
32,False,"{'a': 0.3, 'e': 0.7261490370736909}",25,0,-95.13937313906844,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
33,False,"{'a': 0.3, 'e': 0.7189237334319262}",30,0,-165.08372430973768,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
34,False,"{'a': 0.3, 'e': 0.7117703227626097}",25,0,-101.7882842452948,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
35,False,"{'a': 0.3, 'e': 0.7046880897187134}",20,0,-73.41828314943001,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
36,False,"{'a': 0.3, 'e': 0.697676326071031}",25,0,-93.56953425354578,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
37,False,"{'a': 0.3, 'e': 0.6907343306373547}",20,12,-5.940353389114346,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
38,False,"{'a': 0.3, 'e': 0.6838614092123558}",25,5,-88.97644131054369,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",1
39,False,"{'a': 0.3, 'e': 0.6770568744981647}",30,0,-98.26248195022622,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
40,False,"{'a': 0.3, 'e': 0.6703200460356393}",20,0,-92.43170197944818,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
41,False,"{'a': 0.3, 'e': 0.6636502501363194}",30,0,-53.10932228936994,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
42,False,"{'a': 0.3, 'e': 0.6570468198150567}",30,0,-83.5144130970412,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
43,False,"{'a': 0.3, 'e': 0.6505090947233165}",20,0,-92.46549391282115,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
44,False,"{'a': 0.3, 'e': 0.6440364210831414}",30,2,-10.9016015099958,"{0: 21, 1: 5, 2: 2, 3: 0, 4: 0}",1
45,False,"{'a': 0.3, 'e': 0.6376281516217733}",30,12,-86.3644889451005,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 0}",1
46,False,"{'a': 0.3, 'e': 0.631283645506926}",25,3,-13.250038314619925,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 0}",1
47,False,"{'a': 0.3, 'e': 0.6250022682827008}",20,0,-164.93173874678382,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
48,False,"{'a': 0.3, 'e': 0.6187833918061408}",25,0,-81.84346753685557,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
49,False,"{'a': 0.3, 'e': 0.6126263941844161}",20,0,-56.657926477501405,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
50,False,"{'a': 0.3, 'e': 0.6065306597126334}",20,0,-64.49196403240259,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
51,False,"{'a': 0.3, 'e': 0.6004955788122659}",25,12,-49.51185966609073,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
52,False,"{'a': 0.3, 'e': 0.5945205479701944}",25,6,-87.47039393274589,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 2}",1
53,False,"{'a': 0.3, 'e': 0.5886049696783552}",20,0,8.575023550053793,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
54,False,"{'a': 0.3, 'e': 0.5827482523739896}",20,0,-7.414347848782718,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
55,False,"{'a': 0.3, 'e': 0.5769498103804866}",20,0,-60.4395958102349,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
56,False,"{'a': 0.3, 'e': 0.5712090638488149}",20,0,-36.25399710159367,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
57,False,"{'a': 0.3, 'e': 0.5655254386995371}",20,0,-79.11798758581799,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
58,False,"{'a': 0.3, 'e': 0.559898366565402}",20,0,-153.01684484003906,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
59,False,"{'a': 0.3, 'e': 0.5543272847345071}",30,0,-40.19421494933959,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
60,False,"{'a': 0.3, 'e': 0.5488116360940265}",25,1,-6.07164437863674,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
61,False,"{'a': 0.3, 'e': 0.5433508690744998}",30,0,-12.721906648116972,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",1
62,False,"{'a': 0.3, 'e': 0.5379444375946745}",25,0,-28.043806983295234,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
63,False,"{'a': 0.3, 'e': 0.5325918010068972}",20,0,-16.498010813517137,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
64,False,"{'a': 0.3, 'e': 0.5272924240430485}",20,0,-86.43747623883228,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
65,False,"{'a': 0.3, 'e': 0.522045776761016}",20,0,-41.72570999819133,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
66,False,"{'a': 0.3, 'e': 0.5168513344916992}",20,3,2.3308399111987788,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
67,False,"{'a': 0.3, 'e': 0.5117085777865424}",20,0,-117.6309883193664,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
68,False,"{'a': 0.3, 'e': 0.5066169923655895}",30,8,-56.65404322456665,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 0}",1
69,False,"{'a': 0.3, 'e': 0.5015760690660555}",20,6,-41.386994850348756,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
70,False,"{'a': 0.3, 'e': 0.49658530379140947}",25,1,-110.98126750496276,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 2}",1
71,False,"{'a': 0.3, 'e': 0.4916441974609651}",25,0,-61.9672876530222,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
72,False,"{'a': 0.3, 'e': 0.4867522559599717}",25,3,-62.83511996782196,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
73,False,"{'a': 0.3, 'e': 0.48190899009020244}",20,0,-67.22126846053908,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
74,False,"{'a': 0.3, 'e': 0.4771139155210344}",25,0,-116.79950428367638,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 3}",0
75,False,"{'a': 0.3, 'e': 0.4723665527410147}",20,2,-12.805293719723224,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
76,False,"{'a': 0.3, 'e': 0.46766642700990924}",30,15,-34.0598437945603,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
77,False,"{'a': 0.3, 'e': 0.46301306831122807}",25,9,-11.644492120104342,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
78,False,"{'a': 0.3, 'e': 0.4584060113052235}",20,0,-17.9557537552888,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
79,False,"{'a': 0.3, 'e': 0.45384479528235583}",20,0,-42.19835646371523,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
80,False,"{'a': 0.3, 'e': 0.44932896411722156}",30,16,2.5485767197589397,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.3, 'e': 0.4448580662229411}",25,10,-16.87789629707648,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
82,False,"{'a': 0.3, 'e': 0.44043165450599925}",20,1,-53.153181519109395,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
83,False,"{'a': 0.3, 'e': 0.43604928632153556}",30,0,-101.37766269798622,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
84,False,"{'a': 0.3, 'e': 0.43171052342907973}",20,10,-31.967051541354646,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
85,False,"{'a': 0.3, 'e': 0.4274149319487267}",20,9,-2.139634092778296,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.3, 'e': 0.4231620823177488}",25,11,1.6942561806665974,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
87,False,"{'a': 0.3, 'e': 0.418951549247639}",30,12,-3.6801603652294004,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
88,False,"{'a': 0.3, 'e': 0.4147829116815814}",25,0,-44.468411850599416,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
89,False,"{'a': 0.3, 'e': 0.4106557527523455}",25,6,-18.09798268680165,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
90,False,"{'a': 0.3, 'e': 0.4065696597405991}",25,6,-1.0961394904567028,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
91,False,"{'a': 0.3, 'e': 0.40252422403363597}",30,20,-30.98592439749388,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
92,False,"{'a': 0.3, 'e': 0.39851904108451414}",30,0,-46.014893606425574,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
93,False,"{'a': 0.3, 'e': 0.3945537103716011}",25,8,-12.988586474265187,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
94,False,"{'a': 0.3, 'e': 0.3906278353585211}",25,19,4.256318207167221,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.3, 'e': 0.3867410234545012}",25,0,-129.51168093493052,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
96,False,"{'a': 0.3, 'e': 0.38289288597511206}",20,12,12.090490984877674,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.3, 'e': 0.37908303810339883}",25,18,1.6081567443448388,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.3, 'e': 0.37531109885139957}",20,0,-10.207679744662629,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
99,False,"{'a': 0.3, 'e': 0.3715766910220457}",25,0,-33.79382159369887,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
100,False,"{'a': 0.3, 'e': 0.36787944117144233}",25,14,14.030709192753527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.3, 'e': 0.3642189795715233}",30,10,-13.154191728534755,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
102,False,"{'a': 0.3, 'e': 0.3605949401730783}",35,16,-38.31946962517044,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
103,False,"{'a': 0.3, 'e': 0.3570069605691474}",20,0,-2.38930597166113,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
104,False,"{'a': 0.3, 'e': 0.35345468195878016}",30,20,-5.518991233961615,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
105,False,"{'a': 0.3, 'e': 0.3499377491111553}",35,17,-32.58848496973208,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
106,False,"{'a': 0.3, 'e': 0.3464558103300574}",25,0,-1.7676693063356006,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
107,False,"{'a': 0.3, 'e': 0.34300851741870664}",25,0,-57.84585499133807,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
108,False,"{'a': 0.3, 'e': 0.3395955256449391}",20,0,15.776824639337606,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
109,False,"{'a': 0.3, 'e': 0.33621649370673334}",25,19,9.817686730904525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.3, 'e': 0.33287108369807955}",20,10,19.720677134139994,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.3, 'e': 0.32955896107518906}",20,0,4.51684689964061,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
112,False,"{'a': 0.3, 'e': 0.32627979462303947}",25,15,12.016436817567405,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.3, 'e': 0.3230332564222529}",25,8,-9.7366053878874,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
114,False,"{'a': 0.3, 'e': 0.31981902181630384}",25,0,-84.31860721534117,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
115,False,"{'a': 0.3, 'e': 0.31663676937905316}",30,4,39.110537749831146,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.3, 'e': 0.3134861808826053}",20,0,13.258594572678616,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
117,False,"{'a': 0.3, 'e': 0.31036694126548503}",30,9,26.25998437763295,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.3, 'e': 0.30727873860113125}",20,0,21.50364683108283,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
119,False,"{'a': 0.3, 'e': 0.3042212640667041}",20,7,21.108449062958556,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.3, 'e': 0.30119421191220214}",25,0,-79.85211544569897,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
121,False,"{'a': 0.3, 'e': 0.2981972794298874}",25,12,12.042533140296968,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.3, 'e': 0.2952301669240142}",30,10,-0.5534880387645587,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
123,False,"{'a': 0.3, 'e': 0.2922925776808594}",20,0,-18.6227465178261,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
124,False,"{'a': 0.3, 'e': 0.2893842179390506}",25,13,16.80150049823429,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.3, 'e': 0.2865047968601901}",20,8,-29.811059674352872,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
126,False,"{'a': 0.3, 'e': 0.2836540264997704}",30,17,6.0195224925274955,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.3, 'e': 0.2808316217783798}",20,12,4.652054873230988,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.3, 'e': 0.27803730045319414}",25,3,-9.558575227690712,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
129,False,"{'a': 0.3, 'e': 0.27527078308975234}",30,0,-60.8070484009755,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
130,False,"{'a': 0.3, 'e': 0.2725317930340126}",25,17,12.93770411243389,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.3, 'e': 0.2698200563846868}",20,0,1.4938139995877504,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
132,False,"{'a': 0.3, 'e': 0.26713530196585034}",20,14,11.562190188619283,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.3, 'e': 0.26447726129982396}",20,12,7.189104576928164,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.3, 'e': 0.261845668580326}",30,4,-5.375236796041442,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 1}",1
135,False,"{'a': 0.3, 'e': 0.2592402606458915}",35,9,-40.053177383332134,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 1}",1
136,False,"{'a': 0.3, 'e': 0.2566607769535559}",20,9,-8.808402937562366,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
137,False,"{'a': 0.3, 'e': 0.25410695955280027}",20,9,23.19958147814385,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.3, 'e': 0.25157855305975646}",20,5,12.351690421832032,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.3, 'e': 0.24907530463166816}",30,0,-2.812713535562768,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
140,False,"{'a': 0.3, 'e': 0.24659696394160643}",25,8,-8.268771756718168,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
141,False,"{'a': 0.3, 'e': 0.2441432831534371}",25,1,-57.49620949664193,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 1}",1
142,False,"{'a': 0.3, 'e': 0.24171401689703645}",25,4,16.566320788666197,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.3, 'e': 0.23930892224375455}",20,9,6.153136898120497,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.3, 'e': 0.23692775868212176}",30,12,3.097849078357881,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
145,False,"{'a': 0.3, 'e': 0.23457028809379765}",30,12,-30.605989439295435,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
146,False,"{'a': 0.3, 'e': 0.23223627472975883}",20,6,27.686746201859016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.3, 'e': 0.22992548518672384}",20,0,-36.03548113075437,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
148,False,"{'a': 0.3, 'e': 0.22763768838381274}",25,17,16.165918074727198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.3, 'e': 0.22537265553943872}",25,0,-37.67720789995217,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
150,False,"{'a': 0.3, 'e': 0.22313016014842982}",30,0,-10.107172426427598,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
151,False,"{'a': 0.3, 'e': 0.2209099779593782}",25,11,-16.201678307664714,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
152,False,"{'a': 0.3, 'e': 0.21871188695221475}",20,0,-38.00065379790861,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
153,False,"{'a': 0.3, 'e': 0.21653566731600707}",20,2,20.75716670940308,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.3, 'e': 0.21438110142697794}",20,0,28.898334189647247,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.3, 'e': 0.21224797382674304}",20,0,19.481605703720497,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
156,False,"{'a': 0.3, 'e': 0.21013607120076472}",30,0,-21.26543458862389,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
157,False,"{'a': 0.3, 'e': 0.20804518235702046}",20,8,8.127920740856158,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.3, 'e': 0.20597509820488344}",30,0,-19.7162697530594,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
159,False,"{'a': 0.3, 'e': 0.20392561173421342}",30,10,-4.146500800852078,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
160,False,"{'a': 0.3, 'e': 0.20189651799465538}",25,15,16.245121569075575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.3, 'e': 0.1998876140751445}",30,17,22.064602038809028,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.3, 'e': 0.19789869908361465}",20,0,-10.249083861554341,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
163,False,"{'a': 0.3, 'e': 0.19592957412690934}",25,14,-5.670007721534538,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
164,False,"{'a': 0.3, 'e': 0.19398004229089189}",25,0,-21.966515402527676,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
165,False,"{'a': 0.3, 'e': 0.19204990862075408}",20,13,12.975209773199797,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.3, 'e': 0.1901389801015205}",20,11,8.611184595058415,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.3, 'e': 0.1882470656387468}",20,9,18.41318298186585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.3, 'e': 0.18637397603940997}",20,9,-21.80995517605433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.3, 'e': 0.18451952399298926}",25,0,27.664690628905596,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
170,False,"{'a': 0.3, 'e': 0.18268352405273466}",35,13,15.794165121054819,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
171,False,"{'a': 0.3, 'e': 0.1808657926171221}",20,0,20.717070507049947,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
172,False,"{'a': 0.3, 'e': 0.17906614791149322}",20,6,27.272521675895803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.3, 'e': 0.17728440996987782}",20,14,-32.073741809635564,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.3, 'e': 0.17552040061699686}",25,5,-31.59139614286199,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",1
175,False,"{'a': 0.3, 'e': 0.17377394345044514}",25,14,-16.403476810470288,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
176,False,"{'a': 0.3, 'e': 0.17204486382305054}",25,11,27.724236486576736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.3, 'e': 0.17033298882540943}",20,0,13.466974470567475,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
178,False,"{'a': 0.3, 'e': 0.1686381472685955}",25,3,7.856672543279864,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.3, 'e': 0.1669601696670407}",25,0,16.17202195628997,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
180,False,"{'a': 0.3, 'e': 0.16529888822158653}",20,9,12.543950815585962,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.3, 'e': 0.16365413680270405}",30,19,15.925652511219628,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.3, 'e': 0.16202575093388075}",25,13,21.62922815171362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.3, 'e': 0.16041356777517274}",20,6,-60.66786211873349,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
184,False,"{'a': 0.3, 'e': 0.15881742610692068}",20,10,16.765418679323382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
